DT,MLP,MPC,SFL,SFG,IV,DV,TNV,BSI,PTR,MHI,MSP
2016-01-28,124.2880163,4.354066986,21.4333,78.56667,47.84,42.22,3.9092,8.771929825,8.11,4.617021277,112.5993
2016-02-05,246.1600647,3.961584634,19.14,80.86,60.11,30.33,4.572,8.693957115,12.82,7.276595745,226.4347
2016-02-10,84.07451923,3.850483278,21.56667,78.43333,67.73,20.2,4.7889,5.828460039,7.85,2.489361702,86.4501
2016-02-15,131.2829832,3.637686431,23.92,76.08,52.28,36.56,4.5885,8.518518519,10.27,8.106382979,128.32
2016-02-18,87.60964912,4.022872247,21.64,78.36,52.77,37.215,4.241333333,8.050682261,7.49,3.234042553,114.9065
2016-02-20,78.5,6.67334075,21.56667,78.43333,49.62,41.84,4.2505,9.571150097,7.33,6.70212766,70.5744
2016-02-25,76.96078431,4.780952381,21.56667,78.43333,38.74,51.92,3.2837,9.766081871,7.13,2.510638298,70.1493
2016-02-28,120.5146292,3.775009438,21.56667,78.43333,48.14,42.44,3.9644,8.771929825,7.61,4.617021277,107.5107
2016-03-05,242.1107769,3.847549909,18.33,81.67,61.17,29.63,4.6275,8.693957115,12.84,7.276595745,225.5503
2016-03-10,89.24107143,3.704252482,21.88333,78.11667,71.55,18.06,4.8417,5.828460039,7.79,2.489361702,86.5205
2016-03-15,133.1730769,3.335557038,22.71,77.29,52.62,36.26,4.6787,8.518518519,10.26,8.106382979,127.3116
2016-03-18,89.02077151,3.846893776,24.61,75.39,51.74333333,38.88,4.303783333,8.050682261,7.46,3.234042553,114.2217
2016-03-20,81.05196451,5.561735261,21.88333,78.11667,51.2,41.21,4.2625,9.571150097,7.32,6.70212766,69.8582
2016-03-25,77.71747802,4.259850905,21.88333,78.11667,33.16,58.23,3.3298,9.766081871,6.91,2.510638298,71.0304
2016-03-28,122.2449909,5.037011354,21.88333,78.11667,40.76,49.89,4.0825,8.771929825,7.64,4.617021277,105.059
2016-04-05,249,3.710575139,18.26,81.74,63.91,27.11,4.6318,8.693957115,12.89,7.276595745,225.1223
2016-04-10,92.9341753,3.637686431,19.51,80.49,70.88,18.1,4.8665,5.828460039,7.71,2.489361702,86.9362
2016-04-15,134.9206349,3.35134528,19.09,80.91,55.09,34.04,4.7335,8.518518519,10.21,8.106382979,128.3982
2016-04-18,90.33136632,3.759571288,21.18,78.82,53.12333333,37.72333333,4.32605,8.050682261,7.46,3.234042553,111.8719
2016-04-20,81.50417395,5.586592179,19.51,80.49,58.63,34.56,4.2705,9.571150097,7.43,6.70212766,69.4494
2016-04-25,77.64556845,4.364639656,19.51,80.49,32.44,59.18,3.3187,9.766081871,6.83,2.510638298,72.7867
2016-04-28,125,4.050632911,19.51,80.49,37.79,53.35,4.1353,8.771929825,7.57,4.617021277,88.5384
2016-05-05,247.3300186,3.690060442,18.82,81.18,67.64,21.48,4.5958,8.693957115,12.69,7.276595745,229.6549
2016-05-10,95.17857143,3.754693367,19.29667,80.70333,71.12,16.09,4.9293,5.828460039,7.6,2.489361702,90.4096
2016-05-15,136.3900174,3.252320409,20.59,79.41,63.25,24.54,4.687,8.518518519,10.32,8.106382979,129.1996
2016-05-18,92.62847515,3.706449222,18.48,81.52,59.76833333,29.83166667,4.3366,8.050682261,7.48,3.234042553,119.9316
2016-05-20,83.22222222,5.209315794,19.29667,80.70333,63.13,28.65,4.2559,9.571150097,7.37,6.70212766,76.8308
2016-05-25,77.77653422,4.439613527,19.29667,80.70333,30.92,59.52,3.3108,9.766081871,6.72,2.510638298,73.5631
2016-05-28,127.9388631,4.04040404,19.29667,80.70333,62.55,28.71,4.2408,8.771929825,7.71,4.617021277,0
2016-06-05,247.4463639,3.703703704,17.67,82.33,67.02,21.85,4.4594,8.693957115,12.65,7.276595745,251.4209
2016-06-10,95.28508772,4.00040008,17.62333,82.37667,69.75,16.42,4.802,5.828460039,7.55,2.489361702,94.5337
2016-06-15,136.1514548,3.395585739,17.38,82.62,62.89,24.62,4.5779,8.518518519,10.27,8.106382979,131.4565
2016-06-18,93.64583333,3.706449222,17.82,82.18,59.15333333,30.29,4.274466667,8.050682261,7.45,3.234042553,125.1123
2016-06-20,83.23596014,5.421891507,17.62333,82.37667,66.42,25.82,4.2691,9.571150097,7.43,6.70212766,83.1183
2016-06-25,77.65959871,4.168403501,17.62333,82.37667,29.95,61.71,3.2599,9.766081871,6.67,2.510638298,73.3802
2016-06-28,126.137316,4.50494927,17.62333,82.37667,58.89,31.32,4.2785,8.771929825,7.69,4.617021277,116.7641
2016-07-05,246.1636829,3.697996918,18.28,81.72,67.18,22.05,4.2378,8.693957115,12.65,7.276595745,309.0839
2016-07-10,93.38358459,3.857719608,18.11333,81.88667,68.76,17.05,4.3581,5.828460039,7.51,2.489361702,87.9021
2016-07-15,136.0194161,3.50188755,18.89,81.11,60.39,26.52,4.4729,8.518518519,10.24,8.106382979,143.2325
2016-07-18,93.18181818,4.016064257,17.17,82.83,55.88833333,33.03333333,4.08605,8.050682261,7.42,3.234042553,154.8209
2016-07-20,83.24637681,5.491186252,18.11333,81.88667,68.05,23.84,4.212,9.571150097,7.41,6.70212766,0
2016-07-25,76.49150569,4.444444444,18.11333,81.88667,27.66,63.37,3.05,9.766081871,6.72,2.510638298,79.0651
2016-07-28,127.9707495,3.854900556,18.11333,81.88667,43.29,45.37,4.1855,8.771929825,7.59,4.617021277,0
