MLPt-5,MSPt-7,MSPt-6,IVt-1,IVt-5,IVt-7,IVt-6,MLPt-6,MLPt-7,DVt-6,DVt-7,MLPt-2,MLPt-3,MLPt-4,MLPt-1
240.3266697,74.2011,109.3004,46.29,56.16,24.95,41.66,125.6495508,80.94135802,52.75,71.04,93.15718157,132.7288657,88.14102564,80.70512821
88.14102564,109.3004,224.5287,27.28,51.99,41.66,56.16,240.3266697,125.6495508,37.22,52.75,80.70512821,93.15718157,132.7288657,80.91185548
132.7288657,224.5287,84.3072,41.42,40.26,56.16,51.99,88.14102564,240.3266697,35.31,37.22,80.91185548,80.70512821,93.15718157,124.6814629
93.15718157,84.3072,123.0029,56.6,43.9,51.99,40.26,132.7288657,88.14102564,52.43,35.31,124.6814629,80.91185548,80.70512821,240.1063097
80.70512821,123.0029,114.2623,55.38,46.29,40.26,43.9,93.15718157,132.7288657,48.92333333,52.43,240.1063097,124.6814629,80.91185548,90.50724638
80.91185548,114.2623,71.4673,41.44,27.28,43.9,46.29,80.70512821,93.15718157,47.5,48.92333333,90.50724638,240.1063097,124.6814629,134.3043478
124.6814629,71.4673,71.6781,44.93,41.42,46.29,27.28,80.91185548,80.70512821,68.25,47.5,134.3043478,90.50724638,240.1063097,94.40195136
240.1063097,71.6781,110.5893,44.84,56.6,27.28,41.42,124.6814629,80.91185548,52.83,68.25,94.40195136,134.3043478,90.50724638,80.70974734
90.50724638,110.5893,220.8253,29.02,55.38,41.42,56.6,240.1063097,124.6814629,36.69,52.83,80.70974734,94.40195136,134.3043478,81.3220339
134.3043478,220.8253,84.5946,42.3,41.44,56.6,55.38,90.50724638,240.1063097,32.08,36.69,81.3220339,80.70974734,94.40195136,124.3954481
94.40195136,84.5946,125.6595,55.93,44.93,55.38,41.44,134.3043478,90.50724638,50.87,32.08,124.3954481,81.3220339,80.70974734,241.4285714
80.70974734,125.6595,113.3399,50.81,44.84,41.44,44.93,94.40195136,134.3043478,47.79833333,50.87,241.4285714,124.3954481,81.3220339,90.04004004
81.3220339,113.3399,73.3586,40.5,29.02,44.93,44.84,80.70974734,94.40195136,48.71,47.79833333,90.04004004,241.4285714,124.3954481,136.5740741
124.3954481,73.3586,76.6457,43.41,42.3,44.84,29.02,81.3220339,80.70974734,66.51,48.71,136.5740741,90.04004004,241.4285714,95.42461609
241.4285714,76.6457,98.9555,47.08,55.93,29.02,42.3,124.3954481,81.3220339,51.93,66.51,95.42461609,136.5740741,90.04004004,82.01305004
90.04004004,98.9555,220.8756,25.25,50.81,42.3,55.93,241.4285714,124.3954481,35.51,51.93,82.01305004,95.42461609,136.5740741,81.75583551
136.5740741,220.8756,87.5976,40.89,40.5,55.93,50.81,90.04004004,241.4285714,33.22,35.51,81.75583551,82.01305004,95.42461609,124.0971766
95.42461609,87.5976,125.6453,53.64,43.41,50.81,40.5,136.5740741,90.04004004,50.15,33.22,124.0971766,81.75583551,82.01305004,238.9038733
82.01305004,125.6453,114.0839,51.56,47.08,40.5,43.41,95.42461609,136.5740741,47.58833333,50.15,238.9038733,124.0971766,81.75583551,92.97674419
81.75583551,114.0839,72.2698,41.07,25.25,43.41,47.08,82.01305004,95.42461609,45.02,47.58833333,92.97674419,238.9038733,124.0971766,136.4425612
124.0971766,72.2698,73.2988,42.58666667,40.89,47.08,25.25,81.75583551,82.01305004,69.58,45.02,136.4425612,92.97674419,238.9038733,95.57349225
238.9038733,73.2988,104.8164,45.09,53.64,25.25,40.89,124.0971766,81.75583551,52.05,69.58,95.57349225,136.4425612,92.97674419,84.5145667
92.97674419,104.8164,222.2,23.66,51.56,40.89,53.64,238.9038733,124.0971766,36.42,52.05,84.5145667,95.57349225,136.4425612,82.7027027
136.4425612,222.2,90.5025,40.5,41.07,53.64,51.56,92.97674419,238.9038733,31.57,36.42,82.7027027,84.5145667,95.57349225,134.8852901
95.57349225,90.5025,128.0264,51.2,42.58666667,51.56,41.07,136.4425612,92.97674419,49.12,31.57,134.8852901,82.7027027,84.5145667,240.7696629
84.5145667,128.0264,116.2847,52.34,45.09,41.07,42.58666667,95.57349225,136.4425612,47.57,49.12,240.7696629,134.8852901,82.7027027,93.53627514
82.7027027,116.2847,72.0364,40.03,23.66,42.58666667,45.09,84.5145667,95.57349225,46.31,47.57,93.53627514,240.7696629,134.8852901,137.0081914
134.8852901,72.0364,76.2334,42.48166667,40.5,45.09,23.66,82.7027027,84.5145667,70.53,46.31,137.0081914,93.53627514,240.7696629,95.69171754
240.7696629,76.2334,108.7093,44.64,51.2,23.66,40.5,134.8852901,82.7027027,51.47,70.53,95.69171754,137.0081914,93.53627514,84.07079646
93.53627514,108.7093,227.3359,24.28,52.34,40.5,51.2,240.7696629,134.8852901,38.16,51.47,84.07079646,95.69171754,137.0081914,82.7444049
137.0081914,227.3359,94.9024,42.4,40.03,51.2,52.34,93.53627514,240.7696629,30.57,38.16,82.7444049,84.07079646,95.69171754,131.4983816
95.69171754,94.9024,130.8164,49.97,42.48166667,52.34,40.03,137.0081914,93.53627514,49.45,30.57,131.4983816,82.7444049,84.07079646,243.1827432
84.07079646,130.8164,119.9308,53.78,44.64,40.03,42.48166667,95.69171754,137.0081914,47.18333333,49.45,243.1827432,131.4983816,82.7444049,92.08914607
82.7444049,119.9308,77.6792,40.17,24.28,42.48166667,44.64,84.07079646,95.69171754,46.16,47.18333333,92.08914607,243.1827432,131.4983816,136.7699642
131.4983816,77.6792,77.2942,43.77833333,42.4,44.64,24.28,82.7444049,84.07079646,69.48,46.16,136.7699642,92.08914607,243.1827432,94.61522764
243.1827432,77.2942,111.5567,46.89,49.97,24.28,42.4,131.4983816,82.7444049,49.28,69.48,94.61522764,136.7699642,92.08914607,83.66515837
92.08914607,111.5567,231.456,30.91,53.78,42.4,49.97,243.1827432,131.4983816,39.23,49.28,83.66515837,94.61522764,136.7699642,82.46527778
136.7699642,231.456,96.9291,40.95,40.17,49.97,53.78,92.08914607,243.1827432,29.2,39.23,82.46527778,83.66515837,94.61522764,129.6880859
94.61522764,96.9291,134.5431,50.62,43.77833333,53.78,40.17,136.7699642,92.08914607,48.71,29.2,129.6880859,82.46527778,83.66515837,241.7498081
83.66515837,134.5431,124.0285,54.77,46.89,40.17,43.77833333,94.61522764,136.7699642,45.60666667,48.71,241.7498081,129.6880859,82.46527778,90.73085251
82.46527778,124.0285,81.8247,42.51,30.91,43.77833333,46.89,83.66515837,94.61522764,43.89,45.60666667,90.73085251,241.7498081,129.6880859,134.9206349
129.6880859,81.8247,83.0935,47.65333333,40.95,46.89,30.91,82.46527778,83.66515837,61.54,43.89,134.9206349,90.73085251,241.7498081,93.26666667
241.7498081,83.0935,116.3243,48.42,50.62,30.91,40.95,129.6880859,82.46527778,51.07,61.54,93.26666667,134.9206349,90.73085251,83.86075949
90.73085251,116.3243,232.6836,47.1,54.77,40.95,50.62,241.7498081,129.6880859,38.61,51.07,83.86075949,93.26666667,134.9206349,81.73305172
134.9206349,232.6836,96.8681,42.5,42.51,50.62,54.77,90.73085251,241.7498081,28.11,38.61,81.73305172,83.86075949,93.26666667,130.6896552
93.26666667,96.8681,136.6291,51.08,47.65333333,54.77,42.51,134.9206349,90.73085251,46.3,28.11,130.6896552,81.73305172,83.86075949,240.8056042
83.86075949,136.6291,124.5676,56.42,48.42,42.51,47.65333333,93.26666667,134.9206349,41.665,46.3,240.8056042,130.6896552,81.73305172,88.4353624
81.73305172,124.5676,82.3203,45.61,47.1,47.65333333,48.42,83.86075949,93.26666667,42.44,41.665,88.4353624,240.8056042,130.6896552,134.2940306
130.6896552,82.3203,83.8912,50.75166667,42.5,48.42,47.1,81.73305172,83.86075949,45.65,42.44,134.2940306,88.4353624,240.8056042,91.52568021
240.8056042,83.8912,115.0133,52.5,51.08,47.1,42.5,130.6896552,81.73305172,48.88,45.65,91.52568021,134.2940306,88.4353624,81.40523252
88.4353624,115.0133,232.2527,55.94,56.42,42.5,51.08,240.8056042,130.6896552,38.21,48.88,81.40523252,91.52568021,134.2940306,82.1971825
134.2940306,232.2527,94.3474,42.96,45.61,51.08,56.42,88.4353624,240.8056042,26.67,38.21,82.1971825,81.40523252,91.52568021,129.7393365
91.52568021,94.3474,136.2795,50.21,50.75166667,56.42,45.61,134.2940306,88.4353624,43.14,26.67,129.7393365,82.1971825,81.40523252,241.299862
81.40523252,136.2795,123.7191,52.74,52.5,45.61,50.75166667,91.52568021,134.2940306,38.67333333,43.14,241.299862,129.7393365,82.1971825,86.46907628
82.1971825,123.7191,82.3387,48.91,55.94,50.75166667,52.5,81.40523252,91.52568021,38.61,38.67333333,86.46907628,241.299862,129.7393365,132.8465848
129.7393365,82.3387,85.4533,49.11166667,42.96,52.5,55.94,82.1971825,81.40523252,36.88,38.61,132.8465848,86.46907628,241.299862,90.6675849
241.299862,85.4533,111.643,53.79,50.21,55.94,42.96,129.7393365,82.1971825,48.53,36.88,90.6675849,132.8465848,86.46907628,78.74959286
86.46907628,111.643,230.0084,41.97,52.74,42.96,50.21,241.299862,129.7393365,39.88,48.53,78.74959286,90.6675849,132.8465848,80.46674501
132.8465848,230.0084,92.3215,47.05,48.91,50.21,52.74,86.46907628,241.299862,31.52,39.88,80.46674501,78.74959286,90.6675849,128.4694562
90.6675849,92.3215,134.2358,50.63,49.11166667,52.74,48.91,132.8465848,86.46907628,40.08,31.52,128.4694562,80.46674501,78.74959286,240.8163265
78.74959286,134.2358,122.4233,52.81,53.79,48.91,49.11166667,90.6675849,132.8465848,40.48833333,40.08,240.8163265,128.4694562,80.46674501,86.34549084
80.46674501,122.4233,81.481,48.78,41.97,49.11166667,53.79,78.74959286,90.6675849,38.09,40.48833333,86.34549084,240.8163265,128.4694562,132.485537
128.4694562,81.481,83.1069,48.29833333,47.05,53.79,41.97,80.46674501,78.74959286,50.08,38.09,132.485537,86.34549084,240.8163265,90.00129535
240.8163265,83.1069,113.3863,52.77,50.63,41.97,47.05,128.4694562,80.46674501,43.28,50.08,90.00129535,132.485537,86.34549084,78.36153578
86.34549084,113.3863,227.4775,40.3,52.81,47.05,50.63,240.8163265,128.4694562,40.13,43.28,78.36153578,90.00129535,132.485537,79.73602484
132.485537,227.4775,91.3431,44.5,48.78,50.63,52.81,86.34549084,240.8163265,32.96,40.13,79.73602484,78.36153578,90.00129535,128.3747639
90.00129535,91.3431,131.7716,61.82,48.29833333,52.81,48.78,132.485537,86.34549084,40.51,32.96,128.3747639,79.73602484,78.36153578,239.3134353
78.36153578,131.7716,122.583,61.59,52.77,48.78,48.29833333,90.00129535,132.485537,41.885,40.51,239.3134353,128.3747639,79.73602484,85.19153802
79.73602484,122.583,81.4805,49.08,40.3,48.29833333,52.77,78.36153578,90.00129535,40.28,41.885,85.19153802,239.3134353,128.3747639,132.1693122
128.3747639,81.4805,87.3462,52.53333333,44.5,52.77,40.3,79.73602484,78.36153578,51.54,40.28,132.1693122,85.19153802,239.3134353,88.68396411
239.3134353,87.3462,116.079,45.34,61.82,40.3,44.5,128.3747639,79.73602484,45.89,51.54,88.68396411,132.1693122,85.19153802,78.02083333
85.19153802,116.079,227.7207,48.96,61.59,44.5,61.82,239.3134353,128.3747639,28.33,45.89,78.02083333,88.68396411,132.1693122,79.22721268
132.1693122,227.7207,89.5679,48.41,49.08,61.82,61.59,85.19153802,239.3134353,23.53,28.33,79.22721268,78.02083333,88.68396411,126.5542941
88.68396411,89.5679,131.5343,60.98,52.53333333,61.59,49.08,132.1693122,85.19153802,39.22,23.53,126.5542941,79.22721268,78.02083333,246.3685592
78.02083333,131.5343,121.3691,68.54,45.34,49.08,52.53333333,88.68396411,132.1693122,36.51,39.22,246.3685592,126.5542941,79.22721268,84.28270042
79.22721268,121.3691,79.0768,50.28,48.96,52.53333333,45.34,78.02083333,88.68396411,45.76,36.51,84.28270042,246.3685592,126.5542941,132.5231993
126.5542941,79.0768,80.6338,53.71666667,48.41,45.34,48.96,79.22721268,78.02083333,41.51,45.76,132.5231993,84.28270042,246.3685592,88.21299313
246.3685592,80.6338,119.6813,45.5,60.98,48.96,48.41,126.5542941,79.22721268,40.71,41.51,88.21299313,132.5231993,84.28270042,77.69024123
84.28270042,119.6813,226.6934,49.16,68.54,48.41,60.98,246.3685592,126.5542941,29.28,40.71,77.69024123,88.21299313,132.5231993,77.72222222
132.5231993,226.6934,86.7871,47.84,50.28,60.98,68.54,84.28270042,246.3685592,19.1,29.28,77.72222222,77.69024123,88.21299313,124.2880163
88.21299313,86.7871,129.6668,60.11,53.71666667,68.54,50.28,132.5231993,84.28270042,38.2,19.1,124.2880163,77.72222222,77.69024123,246.1600647
77.69024123,129.6668,118.1599,67.73,45.5,50.28,53.71666667,88.21299313,132.5231993,36.03166667,38.2,246.1600647,124.2880163,77.72222222,84.07451923
77.72222222,118.1599,78.7717,52.28,49.16,53.71666667,45.5,77.69024123,88.21299313,45.9,36.03166667,84.07451923,246.1600647,124.2880163,131.2829832
124.2880163,78.7717,74.4411,52.77,47.84,45.5,49.16,77.72222222,77.69024123,41.49,45.9,131.2829832,84.07451923,246.1600647,87.60964912
246.1600647,74.4411,112.5993,49.62,60.11,49.16,47.84,124.2880163,77.72222222,42.22,41.49,87.60964912,131.2829832,84.07451923,78.5
84.07451923,112.5993,226.4347,38.74,67.73,47.84,60.11,246.1600647,124.2880163,30.33,42.22,78.5,87.60964912,131.2829832,76.96078431
131.2829832,226.4347,86.4501,48.14,52.28,60.11,67.73,84.07451923,246.1600647,20.2,30.33,76.96078431,78.5,87.60964912,120.5146292
87.60964912,86.4501,128.32,61.17,52.77,67.73,52.28,131.2829832,84.07451923,36.56,20.2,120.5146292,76.96078431,78.5,242.1107769
78.5,128.32,114.9065,71.55,49.62,52.28,52.77,87.60964912,131.2829832,37.215,36.56,242.1107769,120.5146292,76.96078431,89.24107143
76.96078431,114.9065,70.5744,52.62,38.74,52.77,49.62,78.5,87.60964912,41.84,37.215,89.24107143,242.1107769,120.5146292,133.1730769
120.5146292,70.5744,70.1493,51.74333333,48.14,49.62,38.74,76.96078431,78.5,51.92,41.84,133.1730769,89.24107143,242.1107769,89.02077151
242.1107769,70.1493,107.5107,51.2,61.17,38.74,48.14,120.5146292,76.96078431,42.44,51.92,89.02077151,133.1730769,89.24107143,81.05196451
89.24107143,107.5107,225.5503,33.16,71.55,48.14,61.17,242.1107769,120.5146292,29.63,42.44,81.05196451,89.02077151,133.1730769,77.71747802
133.1730769,225.5503,86.5205,40.76,52.62,61.17,71.55,89.24107143,242.1107769,18.06,29.63,77.71747802,81.05196451,89.02077151,122.2449909
89.02077151,86.5205,127.3116,63.91,51.74333333,71.55,52.62,133.1730769,89.24107143,36.26,18.06,122.2449909,77.71747802,81.05196451,249.0
81.05196451,127.3116,114.2217,70.88,51.2,52.62,51.74333333,89.02077151,133.1730769,38.88,36.26,249.0,122.2449909,77.71747802,92.9341753
77.71747802,114.2217,69.8582,55.09,33.16,51.74333333,51.2,81.05196451,89.02077151,41.21,38.88,92.9341753,249.0,122.2449909,134.9206349
122.2449909,69.8582,71.0304,53.12333333,40.76,51.2,33.16,77.71747802,81.05196451,58.23,41.21,134.9206349,92.9341753,249.0,90.33136632
249.0,71.0304,105.059,58.63,63.91,33.16,40.76,122.2449909,77.71747802,49.89,58.23,90.33136632,134.9206349,92.9341753,81.50417395
92.9341753,105.059,225.1223,32.44,70.88,40.76,63.91,249.0,122.2449909,27.11,49.89,81.50417395,90.33136632,134.9206349,77.64556845
134.9206349,225.1223,86.9362,37.79,55.09,63.91,70.88,92.9341753,249.0,18.1,27.11,77.64556845,81.50417395,90.33136632,125.0
90.33136632,86.9362,128.3982,67.64,53.12333333,70.88,55.09,134.9206349,92.9341753,34.04,18.1,125.0,77.64556845,81.50417395,247.3300186
81.50417395,128.3982,111.8719,71.12,58.63,55.09,53.12333333,90.33136632,134.9206349,37.72333333,34.04,247.3300186,125.0,77.64556845,95.17857143
77.64556845,111.8719,69.4494,63.25,32.44,53.12333333,58.63,81.50417395,90.33136632,34.56,37.72333333,95.17857143,247.3300186,125.0,136.3900174
125.0,69.4494,72.7867,59.76833333,37.79,58.63,32.44,77.64556845,81.50417395,59.18,34.56,136.3900174,95.17857143,247.3300186,92.62847515
247.3300186,72.7867,88.5384,63.13,67.64,32.44,37.79,125.0,77.64556845,53.35,59.18,92.62847515,136.3900174,95.17857143,83.22222222
95.17857143,88.5384,229.6549,30.92,71.12,37.79,67.64,247.3300186,125.0,21.48,53.35,83.22222222,92.62847515,136.3900174,77.77653422
136.3900174,229.6549,90.4096,62.55,63.25,67.64,71.12,95.17857143,247.3300186,16.09,21.48,77.77653422,83.22222222,92.62847515,127.9388631
92.62847515,90.4096,129.1996,67.02,59.76833333,71.12,63.25,136.3900174,95.17857143,24.54,16.09,127.9388631,77.77653422,83.22222222,247.4463639
83.22222222,129.1996,119.9316,69.75,63.13,63.25,59.76833333,92.62847515,136.3900174,29.83166667,24.54,247.4463639,127.9388631,77.77653422,95.28508772
77.77653422,119.9316,76.8308,62.89,30.92,59.76833333,63.13,83.22222222,92.62847515,28.65,29.83166667,95.28508772,247.4463639,127.9388631,136.1514548
127.9388631,76.8308,73.5631,59.15333333,62.55,63.13,30.92,77.77653422,83.22222222,59.52,28.65,136.1514548,95.28508772,247.4463639,93.64583333
247.4463639,73.5631,0.0,66.42,67.02,30.92,62.55,127.9388631,77.77653422,28.71,59.52,93.64583333,136.1514548,95.28508772,83.23596014
95.28508772,0.0,251.4209,29.95,69.75,62.55,67.02,247.4463639,127.9388631,21.85,28.71,83.23596014,93.64583333,136.1514548,77.65959871
136.1514548,251.4209,94.5337,58.89,62.89,67.02,69.75,95.28508772,247.4463639,16.42,21.85,77.65959871,83.23596014,93.64583333,126.137316
93.64583333,94.5337,131.4565,67.18,59.15333333,69.75,62.89,136.1514548,95.28508772,24.62,16.42,126.137316,77.65959871,83.23596014,246.1636829
83.23596014,131.4565,125.1123,68.76,66.42,62.89,59.15333333,93.64583333,136.1514548,30.29,24.62,246.1636829,126.137316,77.65959871,93.38358459
77.65959871,125.1123,83.1183,60.39,29.95,59.15333333,66.42,83.23596014,93.64583333,25.82,30.29,93.38358459,246.1636829,126.137316,136.0194161
126.137316,83.1183,73.3802,55.88833333,58.89,66.42,29.95,77.65959871,83.23596014,61.71,25.82,136.0194161,93.38358459,246.1636829,93.18181818
246.1636829,73.3802,116.7641,68.05,67.18,29.95,58.89,126.137316,77.65959871,31.32,61.71,93.18181818,136.0194161,93.38358459,83.24637681
