MLPt-12,MLPt-11,MLPt-10,MLPt-9,MLPt-8,MLPt-7,MLPt-6,MLPt-5,MLPt-4,MLPt-3,MLPt-2,MLPt-1
136.6295124,196.0784314,260.9612142,130.9055118,163.1668558,135.2814191,514.2857143,135.6485594,201.0053619,264.7854441,127.7139208,158.839307
196.0784314,260.9612142,130.9055118,163.1668558,135.2814191,514.2857143,135.6485594,201.0053619,264.7854441,127.7139208,158.839307,136.5437158
260.9612142,130.9055118,163.1668558,135.2814191,514.2857143,135.6485594,201.0053619,264.7854441,127.7139208,158.839307,136.5437158,524.5663689
130.9055118,163.1668558,135.2814191,514.2857143,135.6485594,201.0053619,264.7854441,127.7139208,158.839307,136.5437158,524.5663689,136.9426752
163.1668558,135.2814191,514.2857143,135.6485594,201.0053619,264.7854441,127.7139208,158.839307,136.5437158,524.5663689,136.9426752,208.3333333
135.2814191,514.2857143,135.6485594,201.0053619,264.7854441,127.7139208,158.839307,136.5437158,524.5663689,136.9426752,208.3333333,264.7951442
514.2857143,135.6485594,201.0053619,264.7854441,127.7139208,158.839307,136.5437158,524.5663689,136.9426752,208.3333333,264.7951442,129.7662181
135.6485594,201.0053619,264.7854441,127.7139208,158.839307,136.5437158,524.5663689,136.9426752,208.3333333,264.7951442,129.7662181,159.0621678
201.0053619,264.7854441,127.7139208,158.839307,136.5437158,524.5663689,136.9426752,208.3333333,264.7951442,129.7662181,159.0621678,138.7896825
264.7854441,127.7139208,158.839307,136.5437158,524.5663689,136.9426752,208.3333333,264.7951442,129.7662181,159.0621678,138.7896825,512.864494
127.7139208,158.839307,136.5437158,524.5663689,136.9426752,208.3333333,264.7951442,129.7662181,159.0621678,138.7896825,512.864494,140.1136364
158.839307,136.5437158,524.5663689,136.9426752,208.3333333,264.7951442,129.7662181,159.0621678,138.7896825,512.864494,140.1136364,213.5292108
136.5437158,524.5663689,136.9426752,208.3333333,264.7951442,129.7662181,159.0621678,138.7896825,512.864494,140.1136364,213.5292108,263.7987013
524.5663689,136.9426752,208.3333333,264.7951442,129.7662181,159.0621678,138.7896825,512.864494,140.1136364,213.5292108,263.7987013,133.9914089
136.9426752,208.3333333,264.7951442,129.7662181,159.0621678,138.7896825,512.864494,140.1136364,213.5292108,263.7987013,133.9914089,163.1668558
208.3333333,264.7951442,129.7662181,159.0621678,138.7896825,512.864494,140.1136364,213.5292108,263.7987013,133.9914089,163.1668558,141.0377358
264.7951442,129.7662181,159.0621678,138.7896825,512.864494,140.1136364,213.5292108,263.7987013,133.9914089,163.1668558,141.0377358,490.1477833
129.7662181,159.0621678,138.7896825,512.864494,140.1136364,213.5292108,263.7987013,133.9914089,163.1668558,141.0377358,490.1477833,143.5279667
159.0621678,138.7896825,512.864494,140.1136364,213.5292108,263.7987013,133.9914089,163.1668558,141.0377358,490.1477833,143.5279667,216.1120169
138.7896825,512.864494,140.1136364,213.5292108,263.7987013,133.9914089,163.1668558,141.0377358,490.1477833,143.5279667,216.1120169,263.7962963
512.864494,140.1136364,213.5292108,263.7987013,133.9914089,163.1668558,141.0377358,490.1477833,143.5279667,216.1120169,263.7962963,139.6207585
140.1136364,213.5292108,263.7987013,133.9914089,163.1668558,141.0377358,490.1477833,143.5279667,216.1120169,263.7962963,139.6207585,162.6670553
213.5292108,263.7987013,133.9914089,163.1668558,141.0377358,490.1477833,143.5279667,216.1120169,263.7962963,139.6207585,162.6670553,143.3018344
263.7987013,133.9914089,163.1668558,141.0377358,490.1477833,143.5279667,216.1120169,263.7962963,139.6207585,162.6670553,143.3018344,526.4741276
133.9914089,163.1668558,141.0377358,490.1477833,143.5279667,216.1120169,263.7962963,139.6207585,162.6670553,143.3018344,526.4741276,145.3076923
163.1668558,141.0377358,490.1477833,143.5279667,216.1120169,263.7962963,139.6207585,162.6670553,143.3018344,526.4741276,145.3076923,218.0239736
141.0377358,490.1477833,143.5279667,216.1120169,263.7962963,139.6207585,162.6670553,143.3018344,526.4741276,145.3076923,218.0239736,265.5266889
490.1477833,143.5279667,216.1120169,263.7962963,139.6207585,162.6670553,143.3018344,526.4741276,145.3076923,218.0239736,265.5266889,139.4927536
143.5279667,216.1120169,263.7962963,139.6207585,162.6670553,143.3018344,526.4741276,145.3076923,218.0239736,265.5266889,139.4927536,164.3640351
216.1120169,263.7962963,139.6207585,162.6670553,143.3018344,526.4741276,145.3076923,218.0239736,265.5266889,139.4927536,164.3640351,143.1556949
263.7962963,139.6207585,162.6670553,143.3018344,526.4741276,145.3076923,218.0239736,265.5266889,139.4927536,164.3640351,143.1556949,527.3553888
139.6207585,162.6670553,143.3018344,526.4741276,145.3076923,218.0239736,265.5266889,139.4927536,164.3640351,143.1556949,527.3553888,146.7329545
162.6670553,143.3018344,526.4741276,145.3076923,218.0239736,265.5266889,139.4927536,164.3640351,143.1556949,527.3553888,146.7329545,215.7202606
143.3018344,526.4741276,145.3076923,218.0239736,265.5266889,139.4927536,164.3640351,143.1556949,527.3553888,146.7329545,215.7202606,268.1077694
526.4741276,145.3076923,218.0239736,265.5266889,139.4927536,164.3640351,143.1556949,527.3553888,146.7329545,215.7202606,268.1077694,139.0498296
145.3076923,218.0239736,265.5266889,139.4927536,164.3640351,143.1556949,527.3553888,146.7329545,215.7202606,268.1077694,139.0498296,169.1794189
218.0239736,265.5266889,139.4927536,164.3640351,143.1556949,527.3553888,146.7329545,215.7202606,268.1077694,139.0498296,169.1794189,142.971246
265.5266889,139.4927536,164.3640351,143.1556949,527.3553888,146.7329545,215.7202606,268.1077694,139.0498296,169.1794189,142.971246,503.7715517
139.4927536,164.3640351,143.1556949,527.3553888,146.7329545,215.7202606,268.1077694,139.0498296,169.1794189,142.971246,503.7715517,146.1069525
164.3640351,143.1556949,527.3553888,146.7329545,215.7202606,268.1077694,139.0498296,169.1794189,142.971246,503.7715517,146.1069525,212.3918175
143.1556949,527.3553888,146.7329545,215.7202606,268.1077694,139.0498296,169.1794189,142.971246,503.7715517,146.1069525,212.3918175,268.2100508
527.3553888,146.7329545,215.7202606,268.1077694,139.0498296,169.1794189,142.971246,503.7715517,146.1069525,212.3918175,268.2100508,138.6130952
146.7329545,215.7202606,268.1077694,139.0498296,169.1794189,142.971246,503.7715517,146.1069525,212.3918175,268.2100508,138.6130952,166.1923734
215.7202606,268.1077694,139.0498296,169.1794189,142.971246,503.7715517,146.1069525,212.3918175,268.2100508,138.6130952,166.1923734,142.1871423
268.1077694,139.0498296,169.1794189,142.971246,503.7715517,146.1069525,212.3918175,268.2100508,138.6130952,166.1923734,142.1871423,493.0931961
139.0498296,169.1794189,142.971246,503.7715517,146.1069525,212.3918175,268.2100508,138.6130952,166.1923734,142.1871423,493.0931961,145.8348276
169.1794189,142.971246,503.7715517,146.1069525,212.3918175,268.2100508,138.6130952,166.1923734,142.1871423,493.0931961,145.8348276,214.4298389
142.971246,503.7715517,146.1069525,212.3918175,268.2100508,138.6130952,166.1923734,142.1871423,493.0931961,145.8348276,214.4298389,269.6560367
503.7715517,146.1069525,212.3918175,268.2100508,138.6130952,166.1923734,142.1871423,493.0931961,145.8348276,214.4298389,269.6560367,137.5676022
146.1069525,212.3918175,268.2100508,138.6130952,166.1923734,142.1871423,493.0931961,145.8348276,214.4298389,269.6560367,137.5676022,164.9547175
212.3918175,268.2100508,138.6130952,166.1923734,142.1871423,493.0931961,145.8348276,214.4298389,269.6560367,137.5676022,164.9547175,141.4027149
268.2100508,138.6130952,166.1923734,142.1871423,493.0931961,145.8348276,214.4298389,269.6560367,137.5676022,164.9547175,141.4027149,493.3333333
138.6130952,166.1923734,142.1871423,493.0931961,145.8348276,214.4298389,269.6560367,137.5676022,164.9547175,141.4027149,493.3333333,146.0063898
166.1923734,142.1871423,493.0931961,145.8348276,214.4298389,269.6560367,137.5676022,164.9547175,141.4027149,493.3333333,146.0063898,215.0297619
142.1871423,493.0931961,145.8348276,214.4298389,269.6560367,137.5676022,164.9547175,141.4027149,493.3333333,146.0063898,215.0297619,269.0104167
493.0931961,145.8348276,214.4298389,269.6560367,137.5676022,164.9547175,141.4027149,493.3333333,146.0063898,215.0297619,269.0104167,134.9798747
145.8348276,214.4298389,269.6560367,137.5676022,164.9547175,141.4027149,493.3333333,146.0063898,215.0297619,269.0104167,134.9798747,163.6795021
214.4298389,269.6560367,137.5676022,164.9547175,141.4027149,493.3333333,146.0063898,215.0297619,269.0104167,134.9798747,163.6795021,139.7755035
269.6560367,137.5676022,164.9547175,141.4027149,493.3333333,146.0063898,215.0297619,269.0104167,134.9798747,163.6795021,139.7755035,515.625
137.5676022,164.9547175,141.4027149,493.3333333,146.0063898,215.0297619,269.0104167,134.9798747,163.6795021,139.7755035,515.625,144.8467967
164.9547175,141.4027149,493.3333333,146.0063898,215.0297619,269.0104167,134.9798747,163.6795021,139.7755035,515.625,144.8467967,213.0434783
141.4027149,493.3333333,146.0063898,215.0297619,269.0104167,134.9798747,163.6795021,139.7755035,515.625,144.8467967,213.0434783,270.1878827
493.3333333,146.0063898,215.0297619,269.0104167,134.9798747,163.6795021,139.7755035,515.625,144.8467967,213.0434783,270.1878827,133.6084906
146.0063898,215.0297619,269.0104167,134.9798747,163.6795021,139.7755035,515.625,144.8467967,213.0434783,270.1878827,133.6084906,162.2420482
215.0297619,269.0104167,134.9798747,163.6795021,139.7755035,515.625,144.8467967,213.0434783,270.1878827,133.6084906,162.2420482,138.2488479
269.0104167,134.9798747,163.6795021,139.7755035,515.625,144.8467967,213.0434783,270.1878827,133.6084906,162.2420482,138.2488479,516.9516053
134.9798747,163.6795021,139.7755035,515.625,144.8467967,213.0434783,270.1878827,133.6084906,162.2420482,138.2488479,516.9516053,143.6875
163.6795021,139.7755035,515.625,144.8467967,213.0434783,270.1878827,133.6084906,162.2420482,138.2488479,516.9516053,143.6875,209.6938776
139.7755035,515.625,144.8467967,213.0434783,270.1878827,133.6084906,162.2420482,138.2488479,516.9516053,143.6875,209.6938776,269.6103896
515.625,144.8467967,213.0434783,270.1878827,133.6084906,162.2420482,138.2488479,516.9516053,143.6875,209.6938776,269.6103896,130.3623188
144.8467967,213.0434783,270.1878827,133.6084906,162.2420482,138.2488479,516.9516053,143.6875,209.6938776,269.6103896,130.3623188,162.7604167
213.0434783,270.1878827,133.6084906,162.2420482,138.2488479,516.9516053,143.6875,209.6938776,269.6103896,130.3623188,162.7604167,138.202765
270.1878827,133.6084906,162.2420482,138.2488479,516.9516053,143.6875,209.6938776,269.6103896,130.3623188,162.7604167,138.202765,520.8333333
133.6084906,162.2420482,138.2488479,516.9516053,143.6875,209.6938776,269.6103896,130.3623188,162.7604167,138.202765,520.8333333,141.9533972
162.2420482,138.2488479,516.9516053,143.6875,209.6938776,269.6103896,130.3623188,162.7604167,138.202765,520.8333333,141.9533972,210.1962086
138.2488479,516.9516053,143.6875,209.6938776,269.6103896,130.3623188,162.7604167,138.202765,520.8333333,141.9533972,210.1962086,269.1511387
516.9516053,143.6875,209.6938776,269.6103896,130.3623188,162.7604167,138.202765,520.8333333,141.9533972,210.1962086,269.1511387,132.6832151
143.6875,209.6938776,269.6103896,130.3623188,162.7604167,138.202765,520.8333333,141.9533972,210.1962086,269.1511387,132.6832151,162.7604167
209.6938776,269.6103896,130.3623188,162.7604167,138.202765,520.8333333,141.9533972,210.1962086,269.1511387,132.6832151,162.7604167,137.1284865
269.6103896,130.3623188,162.7604167,138.202765,520.8333333,141.9533972,210.1962086,269.1511387,132.6832151,162.7604167,137.1284865,529.5339179
130.3623188,162.7604167,138.202765,520.8333333,141.9533972,210.1962086,269.1511387,132.6832151,162.7604167,137.1284865,529.5339179,140.8753709
162.7604167,138.202765,520.8333333,141.9533972,210.1962086,269.1511387,132.6832151,162.7604167,137.1284865,529.5339179,140.8753709,218.9485214
138.202765,520.8333333,141.9533972,210.1962086,269.1511387,132.6832151,162.7604167,137.1284865,529.5339179,140.8753709,218.9485214,272.8908189
520.8333333,141.9533972,210.1962086,269.1511387,132.6832151,162.7604167,137.1284865,529.5339179,140.8753709,218.9485214,272.8908189,136.1386139
141.9533972,210.1962086,269.1511387,132.6832151,162.7604167,137.1284865,529.5339179,140.8753709,218.9485214,272.8908189,136.1386139,163.0434783
210.1962086,269.1511387,132.6832151,162.7604167,137.1284865,529.5339179,140.8753709,218.9485214,272.8908189,136.1386139,163.0434783,138.8305054
269.1511387,132.6832151,162.7604167,137.1284865,529.5339179,140.8753709,218.9485214,272.8908189,136.1386139,163.0434783,138.8305054,521.375445
132.6832151,162.7604167,137.1284865,529.5339179,140.8753709,218.9485214,272.8908189,136.1386139,163.0434783,138.8305054,521.375445,144.2887964
162.7604167,137.1284865,529.5339179,140.8753709,218.9485214,272.8908189,136.1386139,163.0434783,138.8305054,521.375445,144.2887964,223.534202
137.1284865,529.5339179,140.8753709,218.9485214,272.8908189,136.1386139,163.0434783,138.8305054,521.375445,144.2887964,223.534202,274.122807
529.5339179,140.8753709,218.9485214,272.8908189,136.1386139,163.0434783,138.8305054,521.375445,144.2887964,223.534202,274.122807,137.0128784
140.8753709,218.9485214,272.8908189,136.1386139,163.0434783,138.8305054,521.375445,144.2887964,223.534202,274.122807,137.0128784,163.0561854
218.9485214,272.8908189,136.1386139,163.0434783,138.8305054,521.375445,144.2887964,223.534202,274.122807,137.0128784,163.0561854,139.9896266
272.8908189,136.1386139,163.0434783,138.8305054,521.375445,144.2887964,223.534202,274.122807,137.0128784,163.0561854,139.9896266,553.5714286
136.1386139,163.0434783,138.8305054,521.375445,144.2887964,223.534202,274.122807,137.0128784,163.0561854,139.9896266,553.5714286,144.141318
163.0434783,138.8305054,521.375445,144.2887964,223.534202,274.122807,137.0128784,163.0561854,139.9896266,553.5714286,144.141318,227.7868186
138.8305054,521.375445,144.2887964,223.534202,274.122807,137.0128784,163.0561854,139.9896266,553.5714286,144.141318,227.7868186,271.3009213
521.375445,144.2887964,223.534202,274.122807,137.0128784,163.0561854,139.9896266,553.5714286,144.141318,227.7868186,271.3009213,138.2327209
144.2887964,223.534202,274.122807,137.0128784,163.0561854,139.9896266,553.5714286,144.141318,227.7868186,271.3009213,138.2327209,163.0797306
223.534202,274.122807,137.0128784,163.0561854,139.9896266,553.5714286,144.141318,227.7868186,271.3009213,138.2327209,163.0797306,142.3734694
274.122807,137.0128784,163.0561854,139.9896266,553.5714286,144.141318,227.7868186,271.3009213,138.2327209,163.0797306,142.3734694,553.9264131
137.0128784,163.0561854,139.9896266,553.5714286,144.141318,227.7868186,271.3009213,138.2327209,163.0797306,142.3734694,553.9264131,146.8464276
163.0561854,139.9896266,553.5714286,144.141318,227.7868186,271.3009213,138.2327209,163.0797306,142.3734694,553.9264131,146.8464276,229.3862018
139.9896266,553.5714286,144.141318,227.7868186,271.3009213,138.2327209,163.0797306,142.3734694,553.9264131,146.8464276,229.3862018,271.2537929
553.5714286,144.141318,227.7868186,271.3009213,138.2327209,163.0797306,142.3734694,553.9264131,146.8464276,229.3862018,271.2537929,141.1239751
144.141318,227.7868186,271.3009213,138.2327209,163.0797306,142.3734694,553.9264131,146.8464276,229.3862018,271.2537929,141.1239751,166.4438655
227.7868186,271.3009213,138.2327209,163.0797306,142.3734694,553.9264131,146.8464276,229.3862018,271.2537929,141.1239751,166.4438655,144.6776131
271.3009213,138.2327209,163.0797306,142.3734694,553.9264131,146.8464276,229.3862018,271.2537929,141.1239751,166.4438655,144.6776131,553.7048281
138.2327209,163.0797306,142.3734694,553.9264131,146.8464276,229.3862018,271.2537929,141.1239751,166.4438655,144.6776131,553.7048281,148.6607143
163.0797306,142.3734694,553.9264131,146.8464276,229.3862018,271.2537929,141.1239751,166.4438655,144.6776131,553.7048281,148.6607143,228.550181
142.3734694,553.9264131,146.8464276,229.3862018,271.2537929,141.1239751,166.4438655,144.6776131,553.7048281,148.6607143,228.550181,273.7182678
553.9264131,146.8464276,229.3862018,271.2537929,141.1239751,166.4438655,144.6776131,553.7048281,148.6607143,228.550181,273.7182678,143.7640981
146.8464276,229.3862018,271.2537929,141.1239751,166.4438655,144.6776131,553.7048281,148.6607143,228.550181,273.7182678,143.7640981,165.726817
229.3862018,271.2537929,141.1239751,166.4438655,144.6776131,553.7048281,148.6607143,228.550181,273.7182678,143.7640981,165.726817,143.6875
271.2537929,141.1239751,166.4438655,144.6776131,553.7048281,148.6607143,228.550181,273.7182678,143.7640981,165.726817,143.6875,543.3009382
141.1239751,166.4438655,144.6776131,553.7048281,148.6607143,228.550181,273.7182678,143.7640981,165.726817,143.6875,543.3009382,148.670031
166.4438655,144.6776131,553.7048281,148.6607143,228.550181,273.7182678,143.7640981,165.726817,143.6875,543.3009382,148.670031,225.7857519
144.6776131,553.7048281,148.6607143,228.550181,273.7182678,143.7640981,165.726817,143.6875,543.3009382,148.670031,225.7857519,271.7475728
553.7048281,148.6607143,228.550181,273.7182678,143.7640981,165.726817,143.6875,543.3009382,148.670031,225.7857519,271.7475728,141.4525433
148.6607143,228.550181,273.7182678,143.7640981,165.726817,143.6875,543.3009382,148.670031,225.7857519,271.7475728,141.4525433,165.6480118
228.550181,273.7182678,143.7640981,165.726817,143.6875,543.3009382,148.670031,225.7857519,271.7475728,141.4525433,165.6480118,143.0343511
273.7182678,143.7640981,165.726817,143.6875,543.3009382,148.670031,225.7857519,271.7475728,141.4525433,165.6480118,143.0343511,514.9638803
143.7640981,165.726817,143.6875,543.3009382,148.670031,225.7857519,271.7475728,141.4525433,165.6480118,143.0343511,514.9638803,147.81491
165.726817,143.6875,543.3009382,148.670031,225.7857519,271.7475728,141.4525433,165.6480118,143.0343511,514.9638803,147.81491,223.0938335
143.6875,543.3009382,148.670031,225.7857519,271.7475728,141.4525433,165.6480118,143.0343511,514.9638803,147.81491,223.0938335,273.2035928
543.3009382,148.670031,225.7857519,271.7475728,141.4525433,165.6480118,143.0343511,514.9638803,147.81491,223.0938335,273.2035928,141.2563241
148.670031,225.7857519,271.7475728,141.4525433,165.6480118,143.0343511,514.9638803,147.81491,223.0938335,273.2035928,141.2563241,164.921466
225.7857519,271.7475728,141.4525433,165.6480118,143.0343511,514.9638803,147.81491,223.0938335,273.2035928,141.2563241,164.921466,141.3017717
271.7475728,141.4525433,165.6480118,143.0343511,514.9638803,147.81491,223.0938335,273.2035928,141.2563241,164.921466,141.3017717,493.2064591
141.4525433,165.6480118,143.0343511,514.9638803,147.81491,223.0938335,273.2035928,141.2563241,164.921466,141.3017717,493.2064591,146.7231544
165.6480118,143.0343511,514.9638803,147.81491,223.0938335,273.2035928,141.2563241,164.921466,141.3017717,493.2064591,146.7231544,223.172735
143.0343511,514.9638803,147.81491,223.0938335,273.2035928,141.2563241,164.921466,141.3017717,493.2064591,146.7231544,223.172735,274.5913519
514.9638803,147.81491,223.0938335,273.2035928,141.2563241,164.921466,141.3017717,493.2064591,146.7231544,223.172735,274.5913519,140.9478695
147.81491,223.0938335,273.2035928,141.2563241,164.921466,141.3017717,493.2064591,146.7231544,223.172735,274.5913519,140.9478695,164.2156863
223.0938335,273.2035928,141.2563241,164.921466,141.3017717,493.2064591,146.7231544,223.172735,274.5913519,140.9478695,164.2156863,139.5348837
273.2035928,141.2563241,164.921466,141.3017717,493.2064591,146.7231544,223.172735,274.5913519,140.9478695,164.2156863,139.5348837,527.1378368
141.2563241,164.921466,141.3017717,493.2064591,146.7231544,223.172735,274.5913519,140.9478695,164.2156863,139.5348837,527.1378368,146.1931291
164.921466,141.3017717,493.2064591,146.7231544,223.172735,274.5913519,140.9478695,164.2156863,139.5348837,527.1378368,146.1931291,224.2152466
141.3017717,493.2064591,146.7231544,223.172735,274.5913519,140.9478695,164.2156863,139.5348837,527.1378368,146.1931291,224.2152466,274.6774964
493.2064591,146.7231544,223.172735,274.5913519,140.9478695,164.2156863,139.5348837,527.1378368,146.1931291,224.2152466,274.6774964,141.3459906
146.7231544,223.172735,274.5913519,140.9478695,164.2156863,139.5348837,527.1378368,146.1931291,224.2152466,274.6774964,141.3459906,165.7407822
223.172735,274.5913519,140.9478695,164.2156863,139.5348837,527.1378368,146.1931291,224.2152466,274.6774964,141.3459906,165.7407822,139.8169772
274.5913519,140.9478695,164.2156863,139.5348837,527.1378368,146.1931291,224.2152466,274.6774964,141.3459906,165.7407822,139.8169772,537.5722543
140.9478695,164.2156863,139.5348837,527.1378368,146.1931291,224.2152466,274.6774964,141.3459906,165.7407822,139.8169772,537.5722543,145.8759373
164.2156863,139.5348837,527.1378368,146.1931291,224.2152466,274.6774964,141.3459906,165.7407822,139.8169772,537.5722543,145.8759373,222.8106974
139.5348837,527.1378368,146.1931291,224.2152466,274.6774964,141.3459906,165.7407822,139.8169772,537.5722543,145.8759373,222.8106974,277.3225325
527.1378368,146.1931291,224.2152466,274.6774964,141.3459906,165.7407822,139.8169772,537.5722543,145.8759373,222.8106974,277.3225325,137.4099007
146.1931291,224.2152466,274.6774964,141.3459906,165.7407822,139.8169772,537.5722543,145.8759373,222.8106974,277.3225325,137.4099007,165.7547473
224.2152466,274.6774964,141.3459906,165.7407822,139.8169772,537.5722543,145.8759373,222.8106974,277.3225325,137.4099007,165.7547473,138.8256269
274.6774964,141.3459906,165.7407822,139.8169772,537.5722543,145.8759373,222.8106974,277.3225325,137.4099007,165.7547473,138.8256269,551.7514286
141.3459906,165.7407822,139.8169772,537.5722543,145.8759373,222.8106974,277.3225325,137.4099007,165.7547473,138.8256269,551.7514286,144.8067633
165.7407822,139.8169772,537.5722543,145.8759373,222.8106974,277.3225325,137.4099007,165.7547473,138.8256269,551.7514286,144.8067633,219.7844828
139.8169772,537.5722543,145.8759373,222.8106974,277.3225325,137.4099007,165.7547473,138.8256269,551.7514286,144.8067633,219.7844828,274.4377919
537.5722543,145.8759373,222.8106974,277.3225325,137.4099007,165.7547473,138.8256269,551.7514286,144.8067633,219.7844828,274.4377919,136.7887609
145.8759373,222.8106974,277.3225325,137.4099007,165.7547473,138.8256269,551.7514286,144.8067633,219.7844828,274.4377919,136.7887609,164.5
222.8106974,277.3225325,137.4099007,165.7547473,138.8256269,551.7514286,144.8067633,219.7844828,274.4377919,136.7887609,164.5,138.6125654
277.3225325,137.4099007,165.7547473,138.8256269,551.7514286,144.8067633,219.7844828,274.4377919,136.7887609,164.5,138.6125654,548.6527421
137.4099007,165.7547473,138.8256269,551.7514286,144.8067633,219.7844828,274.4377919,136.7887609,164.5,138.6125654,548.6527421,143.5
165.7547473,138.8256269,551.7514286,144.8067633,219.7844828,274.4377919,136.7887609,164.5,138.6125654,548.6527421,143.5,219.6590339
138.8256269,551.7514286,144.8067633,219.7844828,274.4377919,136.7887609,164.5,138.6125654,548.6527421,143.5,219.6590339,274.3902439
551.7514286,144.8067633,219.7844828,274.4377919,136.7887609,164.5,138.6125654,548.6527421,143.5,219.6590339,274.3902439,137.1130212
144.8067633,219.7844828,274.4377919,136.7887609,164.5,138.6125654,548.6527421,143.5,219.6590339,274.3902439,137.1130212,164.5912698
219.7844828,274.4377919,136.7887609,164.5,138.6125654,548.6527421,143.5,219.6590339,274.3902439,137.1130212,164.5912698,137.9333787
274.4377919,136.7887609,164.5,138.6125654,548.6527421,143.5,219.6590339,274.3902439,137.1130212,164.5912698,137.9333787,520.4983923
136.7887609,164.5,138.6125654,548.6527421,143.5,219.6590339,274.3902439,137.1130212,164.5912698,137.9333787,520.4983923,143.3046202
164.5,138.6125654,548.6527421,143.5,219.6590339,274.3902439,137.1130212,164.5912698,137.9333787,520.4983923,143.3046202,220.6157332
138.6125654,548.6527421,143.5,219.6590339,274.3902439,137.1130212,164.5912698,137.9333787,520.4983923,143.3046202,220.6157332,276.4573991
548.6527421,143.5,219.6590339,274.3902439,137.1130212,164.5912698,137.9333787,520.4983923,143.3046202,220.6157332,276.4573991,134.641012
143.5,219.6590339,274.3902439,137.1130212,164.5912698,137.9333787,520.4983923,143.3046202,220.6157332,276.4573991,134.641012,166.0181582
219.6590339,274.3902439,137.1130212,164.5912698,137.9333787,520.4983923,143.3046202,220.6157332,276.4573991,134.641012,166.0181582,139.3865506
274.3902439,137.1130212,164.5912698,137.9333787,520.4983923,143.3046202,220.6157332,276.4573991,134.641012,166.0181582,139.3865506,523.8181145
137.1130212,164.5912698,137.9333787,520.4983923,143.3046202,220.6157332,276.4573991,134.641012,166.0181582,139.3865506,523.8181145,144.0234792
164.5912698,137.9333787,520.4983923,143.3046202,220.6157332,276.4573991,134.641012,166.0181582,139.3865506,523.8181145,144.0234792,225.9187613
137.9333787,520.4983923,143.3046202,220.6157332,276.4573991,134.641012,166.0181582,139.3865506,523.8181145,144.0234792,225.9187613,275.870383
520.4983923,143.3046202,220.6157332,276.4573991,134.641012,166.0181582,139.3865506,523.8181145,144.0234792,225.9187613,275.870383,136.895811
143.3046202,220.6157332,276.4573991,134.641012,166.0181582,139.3865506,523.8181145,144.0234792,225.9187613,275.870383,136.895811,168.928922
220.6157332,276.4573991,134.641012,166.0181582,139.3865506,523.8181145,144.0234792,225.9187613,275.870383,136.895811,168.928922,140.4266389
276.4573991,134.641012,166.0181582,139.3865506,523.8181145,144.0234792,225.9187613,275.870383,136.895811,168.928922,140.4266389,507.5167446
134.641012,166.0181582,139.3865506,523.8181145,144.0234792,225.9187613,275.870383,136.895811,168.928922,140.4266389,507.5167446,146.9394168
166.0181582,139.3865506,523.8181145,144.0234792,225.9187613,275.870383,136.895811,168.928922,140.4266389,507.5167446,146.9394168,232.0954907
139.3865506,523.8181145,144.0234792,225.9187613,275.870383,136.895811,168.928922,140.4266389,507.5167446,146.9394168,232.0954907,275.9013981
523.8181145,144.0234792,225.9187613,275.870383,136.895811,168.928922,140.4266389,507.5167446,146.9394168,232.0954907,275.9013981,138.3846154
144.0234792,225.9187613,275.870383,136.895811,168.928922,140.4266389,507.5167446,146.9394168,232.0954907,275.9013981,138.3846154,165.5273438
225.9187613,275.870383,136.895811,168.928922,140.4266389,507.5167446,146.9394168,232.0954907,275.9013981,138.3846154,165.5273438,142.7884209
275.870383,136.895811,168.928922,140.4266389,507.5167446,146.9394168,232.0954907,275.9013981,138.3846154,165.5273438,142.7884209,499.7144489
136.895811,168.928922,140.4266389,507.5167446,146.9394168,232.0954907,275.9013981,138.3846154,165.5273438,142.7884209,499.7144489,149.3817179
168.928922,140.4266389,507.5167446,146.9394168,232.0954907,275.9013981,138.3846154,165.5273438,142.7884209,499.7144489,149.3817179,235.7881371
140.4266389,507.5167446,146.9394168,232.0954907,275.9013981,138.3846154,165.5273438,142.7884209,499.7144489,149.3817179,235.7881371,278.4090909
507.5167446,146.9394168,232.0954907,275.9013981,138.3846154,165.5273438,142.7884209,499.7144489,149.3817179,235.7881371,278.4090909,138.9155983
146.9394168,232.0954907,275.9013981,138.3846154,165.5273438,142.7884209,499.7144489,149.3817179,235.7881371,278.4090909,138.9155983,165.7547473
232.0954907,275.9013981,138.3846154,165.5273438,142.7884209,499.7144489,149.3817179,235.7881371,278.4090909,138.9155983,165.7547473,143.8636364
275.9013981,138.3846154,165.5273438,142.7884209,499.7144489,149.3817179,235.7881371,278.4090909,138.9155983,165.7547473,143.8636364,551.9374796
138.3846154,165.5273438,142.7884209,499.7144489,149.3817179,235.7881371,278.4090909,138.9155983,165.7547473,143.8636364,551.9374796,151.9522112
165.5273438,142.7884209,499.7144489,149.3817179,235.7881371,278.4090909,138.9155983,165.7547473,143.8636364,551.9374796,151.9522112,236.0651741
142.7884209,499.7144489,149.3817179,235.7881371,278.4090909,138.9155983,165.7547473,143.8636364,551.9374796,151.9522112,236.0651741,279.1881443
499.7144489,149.3817179,235.7881371,278.4090909,138.9155983,165.7547473,143.8636364,551.9374796,151.9522112,236.0651741,279.1881443,140.2879902
149.3817179,235.7881371,278.4090909,138.9155983,165.7547473,143.8636364,551.9374796,151.9522112,236.0651741,279.1881443,140.2879902,164.8044461
