SFGt-12,SFGt-11,SFGt-10,SFGt-9,SFGt-8,SFGt-7,SFGt-6,SFGt-5,SFGt-4,SFGt-3,SFGt-2,SFGt-1
88.15,85.98004136,88.03327573,83.85711662,80.63,80.22706408,78.1,87.72,79.95373376,81.48445054,83.55734932,82.8
85.98004136,88.03327573,83.85711662,80.63,80.22706408,78.1,87.72,79.95373376,81.48445054,83.55734932,82.8,79.93837998
88.03327573,83.85711662,80.63,80.22706408,78.1,87.72,79.95373376,81.48445054,83.55734932,82.8,79.93837998,79.29
83.85711662,80.63,80.22706408,78.1,87.72,79.95373376,81.48445054,83.55734932,82.8,79.93837998,79.29,88.58
80.63,80.22706408,78.1,87.72,79.95373376,81.48445054,83.55734932,82.8,79.93837998,79.29,88.58,83.60086602
80.22706408,78.1,87.72,79.95373376,81.48445054,83.55734932,82.8,79.93837998,79.29,88.58,83.60086602,77.19300729
78.1,87.72,79.95373376,81.48445054,83.55734932,82.8,79.93837998,79.29,88.58,83.60086602,77.19300729,80.42890691
87.72,79.95373376,81.48445054,83.55734932,82.8,79.93837998,79.29,88.58,83.60086602,77.19300729,80.42890691,81.27
79.95373376,81.48445054,83.55734932,82.8,79.93837998,79.29,88.58,83.60086602,77.19300729,80.42890691,81.27,79.82609055
81.48445054,83.55734932,82.8,79.93837998,79.29,88.58,83.60086602,77.19300729,80.42890691,81.27,79.82609055,75.0
83.55734932,82.8,79.93837998,79.29,88.58,83.60086602,77.19300729,80.42890691,81.27,79.82609055,75.0,89.15
82.8,79.93837998,79.29,88.58,83.60086602,77.19300729,80.42890691,81.27,79.82609055,75.0,89.15,82.91049516
79.93837998,79.29,88.58,83.60086602,77.19300729,80.42890691,81.27,79.82609055,75.0,89.15,82.91049516,88.85153643
79.29,88.58,83.60086602,77.19300729,80.42890691,81.27,79.82609055,75.0,89.15,82.91049516,88.85153643,84.95091385
88.58,83.60086602,77.19300729,80.42890691,81.27,79.82609055,75.0,89.15,82.91049516,88.85153643,84.95091385,81.39
83.60086602,77.19300729,80.42890691,81.27,79.82609055,75.0,89.15,82.91049516,88.85153643,84.95091385,81.39,88.97169518
77.19300729,80.42890691,81.27,79.82609055,75.0,89.15,82.91049516,88.85153643,84.95091385,81.39,88.97169518,81.27
80.42890691,81.27,79.82609055,75.0,89.15,82.91049516,88.85153643,84.95091385,81.39,88.97169518,81.27,89.68
81.27,79.82609055,75.0,89.15,82.91049516,88.85153643,84.95091385,81.39,88.97169518,81.27,89.68,80.91351384
79.82609055,75.0,89.15,82.91049516,88.85153643,84.95091385,81.39,88.97169518,81.27,89.68,80.91351384,84.45580088
75.0,89.15,82.91049516,88.85153643,84.95091385,81.39,88.97169518,81.27,89.68,80.91351384,84.45580088,82.05384116
89.15,82.91049516,88.85153643,84.95091385,81.39,88.97169518,81.27,89.68,80.91351384,84.45580088,82.05384116,82.34
82.91049516,88.85153643,84.95091385,81.39,88.97169518,81.27,89.68,80.91351384,84.45580088,82.05384116,82.34,81.4864782
88.85153643,84.95091385,81.39,88.97169518,81.27,89.68,80.91351384,84.45580088,82.05384116,82.34,81.4864782,78.88
84.95091385,81.39,88.97169518,81.27,89.68,80.91351384,84.45580088,82.05384116,82.34,81.4864782,78.88,91.32
81.39,88.97169518,81.27,89.68,80.91351384,84.45580088,82.05384116,82.34,81.4864782,78.88,91.32,88.2581517
88.97169518,81.27,89.68,80.91351384,84.45580088,82.05384116,82.34,81.4864782,78.88,91.32,88.2581517,80.86760549
81.27,89.68,80.91351384,84.45580088,82.05384116,82.34,81.4864782,78.88,91.32,88.2581517,80.86760549,89.95953359
89.68,80.91351384,84.45580088,82.05384116,82.34,81.4864782,78.88,91.32,88.2581517,80.86760549,89.95953359,86.17
80.91351384,84.45580088,82.05384116,82.34,81.4864782,78.88,91.32,88.2581517,80.86760549,89.95953359,86.17,82.90503024
84.45580088,82.05384116,82.34,81.4864782,78.88,91.32,88.2581517,80.86760549,89.95953359,86.17,82.90503024,80.64
82.05384116,82.34,81.4864782,78.88,91.32,88.2581517,80.86760549,89.95953359,86.17,82.90503024,80.64,91.78
82.34,81.4864782,78.88,91.32,88.2581517,80.86760549,89.95953359,86.17,82.90503024,80.64,91.78,88.8312675
81.4864782,78.88,91.32,88.2581517,80.86760549,89.95953359,86.17,82.90503024,80.64,91.78,88.8312675,82.17328503
78.88,91.32,88.2581517,80.86760549,89.95953359,86.17,82.90503024,80.64,91.78,88.8312675,82.17328503,82.16387674
91.32,88.2581517,80.86760549,89.95953359,86.17,82.90503024,80.64,91.78,88.8312675,82.17328503,82.16387674,85.68
88.2581517,80.86760549,89.95953359,86.17,82.90503024,80.64,91.78,88.8312675,82.17328503,82.16387674,85.68,81.38951504
